year,block,population,lat,long
2011,geoId/371190055246,1152,35.284497,-80.7913685
2011,geoId/371190058122,1593,35.132056,-80.718471
2011,geoId/371190059072,1723,35.155240500000005,-80.996708
2011,geoId/371190062041,1538,35.4608565,-80.9202325
2011,geoId/371190028001,1000,35.193608999999995,-80.817267
2011,geoId/371190061041,502,35.3096405,-80.932772
2011,geoId/371190031092,1665,35.123354,-80.87257
2011,geoId/371190038062,1220,35.1508065,-80.901894
2011,geoId/371190053011,2442,35.2587665,-80.8055085
2011,geoId/371190055122,1037,35.318439,-80.805025
2011,geoId/371190055181,3788,35.3538845,-80.772748
2011,geoId/371190007001,691,35.238517,-80.817576
2011,geoId/371190019162,1747,35.201025,-80.71381550000001
2011,geoId/371190029031,975,35.1626235,-80.80653699999999
2011,geoId/371190058121,3038,35.126512000000005,-80.73902
2011,geoId/371190060062,1933,35.26916550000001,-80.9540755
2011,geoId/371190042002,826,35.2414145,-80.872901
2011,geoId/371190055141,1963,35.327906,-80.792745
2011,geoId/371190058412,955,35.052051,-80.839474
2011,geoId/371190056192,1617,35.2508955,-80.66315900000001
2011,geoId/371190009001,820,35.237992,-80.808838
2011,geoId/371190018013,499,35.207264499999994,-80.793235
2011,geoId/371190019203,768,35.18273,-80.7344305
2011,geoId/371190023001,361,35.201219,-80.80855550000001
2011,geoId/371190044002,4057,35.287093999999996,-80.8825035
2011,geoId/371190056053,2324,35.29943,-80.7284975
2011,geoId/371190020032,1332,35.160898,-80.7678905
2011,geoId/371190019151,747,35.171386999999996,-80.7507475
2011,geoId/371190029033,1285,35.144726500000004,-80.8227985
2011,geoId/371190056171,2084,35.242641,-80.707265
2011,geoId/371190057064,1867,35.191169,-80.6495885
2011,geoId/371190058261,454,35.081573000000006,-80.8772355
2011,geoId/371190061032,1537,35.335378,-80.930425
2011,geoId/371190055143,2927,35.339128,-80.7766595
2011,geoId/371190057132,1989,35.141341,-80.655788
2011,geoId/371190064063,2988,35.464647,-80.85858400000001
2011,geoId/371190027011,591,35.195593,-80.8318735
2011,geoId/371190056182,888,35.2541315,-80.681671
2011,geoId/371190059171,2996,35.1034205,-80.9715355
2011,geoId/371190062031,990,35.495377000000005,-80.91797
2011,geoId/371190017022,368,35.2044315,-80.781576
2011,geoId/371190032042,1460,35.1797025,-80.8552255
2011,geoId/371190056122,1468,35.294875,-80.71279150000001
